Subject,ActivityName,Offset,body_acc_x,body_acc_y,body_acc_z,body_gyro_x,body_gyro_y,body_gyro_z,Activity,WindowID
1,Walking,45,0.610710453,-0.684241366,9.494546097,0.980786013,-0.054125634,-0.002082056,1,1
1,Walking,46,0.238370346,-0.816109266,9.714031989,0.961692197,-0.091944833,-0.029828906,1,1
1,Walking,47,-0.165879132,-0.494678546,9.778717359,1.200262681,-0.235675843,-0.005080636,1,1
1,Walking,48,0.209129845,-0.641466685,9.89864919,0.860055176,-0.230370116,0.066815161,1,1
1,Walking,49,0.050452567,-1.135905494,9.516513429,0.979353482,-0.285133932,-0.039406646,1,1
1,Walking,50,-0.20659941,-1.140623859,9.682517773,0.982339863,-0.256156643,0.031453273,1,1
1,Walking,51,-0.009663062,-1.114462651,10.02401817,0.811830056,-0.382118298,0.030965508,1,1
1,Walking,52,-0.305901778,-1.140467839,10.56543762,1.177652921,-0.435088324,0.070585625,1,1
1,Walking,53,-0.066859633,-0.973332715,9.89205582,0.843517028,-0.428016533,0.015453503,1,1
1,Walking,54,-0.048034203,-0.782266511,9.703182046,1.003876426,-0.486613305,-0.000512179,1,1
1,Walking,55,-0.252189118,-0.938014064,9.94929865,0.800404322,-0.501128322,-0.084576603,1,1
1,Walking,56,-0.258516037,-1.234807143,9.950729035,0.754446854,-0.55008539,0.056745501,1,1
1,Walking,57,-0.485258234,-1.154886444,9.562220035,0.85038941,-0.576388185,-0.080978551,1,1
1,Walking,58,-0.36297019,-0.762146749,10.1933,0.923736076,-0.382773458,0.09367388,1,1
1,Walking,59,-0.304793537,-0.878231749,9.92507028,0.827824379,-0.514925832,0.049227196,1,1
1,Walking,60,-0.266237922,-0.654348081,9.418305837,0.821239137,-0.763103672,-0.007877344,1,1
1,Walking,61,-0.964705076,-0.742786201,10.24589382,0.824681823,-0.593153049,-0.01681451,1,1
1,Walking,62,-0.600142727,-0.39672154,9.748315281,0.599312824,-0.562370234,-0.103082095,1,1
1,Walking,63,-0.792233854,-0.92004742,9.493942005,0.870236312,-0.617380024,-0.027652448,1,1
1,Walking,64,-0.835168292,-0.696269462,10.12297037,0.59788281,-0.54981008,-0.041325247,1,1
1,Walking,65,-0.745490319,-0.68888529,10.17597803,0.798661878,-0.803874078,0.092429728,1,1
1,Walking,66,-0.910198789,-0.780619378,10.07703085,0.73600528,-0.612538157,-0.007897102,1,1
1,Walking,67,-0.884697259,-0.500393695,9.990689828,0.496536356,-0.749444406,0.036409424,1,1
1,Walking,68,-0.780339313,-0.33223928,9.629937467,0.54428234,-0.588972741,-0.038713438,1,1
1,Walking,69,-0.815859662,-0.401646958,9.955070108,0.453598223,-0.604100546,-0.016313,1,1
1,Walking,70,-0.771561059,-0.322093389,9.83344347,0.466074386,-0.803781133,-0.013321491,1,1
1,Walking,71,-0.804288502,-0.081959191,9.926621006,0.348861796,-0.919013851,0.028684422,1,1
1,Walking,72,-1.02192748,-0.305083879,9.904232377,0.334292583,-0.963238422,0.007661021,1,1
1,Walking,73,-0.963896604,-0.01078919,9.773933928,0.516473481,-0.88447144,-0.041914591,1,1
1,Walking,74,-0.935346924,-0.1841731,9.637708175,0.335768311,-1.121090061,-0.012360429,1,1
1,Walking,75,-0.85783456,-0.257326201,9.764220941,0.370394844,-0.868058477,0.054227473,1,1
1,Walking,76,-1.251121027,0.326216578,9.821205144,-0.033804335,-0.836405775,-0.039069243,1,1
1,Walking,77,-1.071957392,0.322743452,9.674107064,0.247472344,-1.046968968,0.042596858,1,1
1,Walking,78,-1.094913887,0.097413962,9.884767889,0.357772405,-0.970670114,0.067268621,1,1
1,Walking,79,-0.830264698,0.120395532,9.94768451,0.04713055,-0.941618434,-0.009951953,1,1
1,Walking,80,-0.871649273,0.743683537,9.843668037,0.264018162,-0.849787633,-0.085730542,1,1
1,Walking,81,-1.221136675,0.553874943,9.805329668,0.056395231,-0.92405564,0.087399692,1,1
1,Walking,82,-0.802447983,0.330112496,9.989598831,0.146464489,-0.893124058,0.041332542,1,1
1,Walking,83,-0.73908248,0.726361382,9.950091628,-0.021240558,-0.868585217,0.000812502,1,1
1,Walking,84,-0.733432939,0.690794422,9.921706593,-0.077560142,-1.053913993,0.025500419,1,1
1,Walking,85,-0.647000853,0.419680029,10.05705125,-0.102116884,-0.908877361,-0.000364269,1,1
1,Walking,86,-0.985015374,0.100309568,9.605052971,-0.021038258,-1.002770416,-0.047998992,1,1
1,Walking,87,-0.671963697,0.664374324,9.781912153,-0.209145098,-0.887059791,0.049346203,1,1
1,Walking,88,-0.576893774,0.785845613,9.914529695,-0.00373459,-1.014122629,0.110055339,1,1
1,Walking,89,-0.58501341,0.697093096,10.02591413,-0.239412605,-1.044574602,0.003138012,1,1
1,Walking,90,-0.167599123,0.980308671,10.03430265,-0.014955903,-0.960996872,-0.015462827,1,1
1,Walking,91,-0.416540179,0.907160989,10.04002804,-0.198899278,-0.867357058,0.010839557,1,1
1,Walking,92,-0.489211308,0.939257629,9.972680439,-0.16590956,-0.901409252,0.050265769,1,1
1,Walking,93,-0.4585258,0.233025162,9.857099323,-0.353525776,-1.127239471,-0.083296257,1,1
1,Walking,94,-0.862549972,0.75369527,9.526849089,-0.374936504,-0.943317957,0.013766357,1,1
1,Walking,95,-0.476834473,0.802523657,10.05463934,-0.462612941,-0.970323594,-0.073310513,1,1
1,Walking,96,-0.147257052,1.261874704,9.939370094,-0.302781023,-0.999843168,0.054898301,1,1
1,Walking,97,-0.206325825,1.18284371,9.899258463,-0.441418976,-0.892297678,0.03414772,1,1
1,Walking,98,-0.3407563,1.030523888,9.745799098,-0.549975672,-0.923403026,-0.006426364,1,1
1,Walking,99,-0.344239739,1.137724464,9.862591465,-0.607133959,-0.954651611,0.036058984,1,1
1,Walking,100,-0.003113168,1.373700851,9.872414253,-0.406624143,-0.808855214,0.076102016,1,1
1,Walking,101,0.080998819,0.515074692,9.715276267,-0.641377717,-0.876329499,0.113846519,1,1
1,Walking,102,-0.08902264,1.019926061,9.772807916,-0.523288392,-0.694877484,-0.068171375,1,1
1,Walking,103,0.097966739,1.037007021,10.10197668,-0.541741279,-0.632686803,0.027122395,1,1
1,Walking,104,0.029144763,0.720406201,10.03971319,-0.607281784,-0.605546699,-0.024946919,1,1
1,Walking,105,0.181824783,0.666772431,9.988947965,-0.622409197,-0.76767118,0.080315504,1,1
1,Walking,106,0.373279443,1.04214953,9.702744705,-0.740993597,-0.647667242,-0.010164994,1,1
1,Walking,107,0.429216218,1.195457648,10.10903163,-0.84678323,-0.632290263,-0.014951767,1,1
1,Walking,108,0.402605848,0.786645895,9.830819073,-0.568821095,-0.492791126,0.011050545,1,1
1,Walking,109,0.622259267,0.942755559,9.83619809,-0.644381812,-0.664171228,0.030241772,1,1
1,Walking,110,0.414073824,0.827438914,9.967050995,-0.713446959,-0.446145556,-0.035190049,1,1
1,Walking,111,0.425520041,0.832392684,9.961753111,-0.831808661,-0.537131069,-0.007462843,1,1
1,Walking,112,0.362024115,0.647086293,10.03835169,-1.139766408,-0.495270894,0.017051063,1,1
1,Walking,113,0.672765495,0.838322405,9.554743337,-1.03472997,-0.337613363,-0.024546503,1,1
1,Walking,114,0.835603027,1.133817383,9.964527704,-0.679214208,-0.431407846,-0.015444907,1,1
1,Walking,115,0.569788697,0.582200755,9.673293672,-0.910869828,-0.373032117,-0.037198967,1,1
1,Walking,116,0.757090995,0.571077779,10.1322031,-0.861216379,-0.289936693,-0.053074251,1,1
1,Walking,117,0.736654335,0.636192724,9.823380317,-1.009592061,-0.43747334,0.001732493,1,1
1,Walking,118,1.022285079,0.378820459,10.08893152,-0.948877977,-0.15179896,0.041241084,1,1
1,Walking,119,0.97015575,0.499190148,9.468939583,-1.14472317,-0.211997465,-0.048593213,1,1
1,Walking,120,0.917840709,0.459723588,9.609145997,-0.863523052,-0.20795799,0.038433061,1,1
1,Walking,121,0.843436003,0.19553986,9.828791948,-1.076598897,-0.201340626,0.059387703,1,1
1,Walking,122,0.985542433,0.115079693,9.521015402,-0.994410167,-0.315163393,-0.014065952,1,1
1,Walking,123,0.967335947,0.101825728,9.637851688,-1.054245281,-0.202501358,-0.113686331,1,1
1,Walking,124,0.704047372,0.325632547,9.915155746,-0.91032057,-0.092105197,-0.050976579,1,1
1,Walking,125,0.987149807,0.044277975,10.27890005,-0.861827842,0.114789738,-0.042239987,1,1
1,Walking,126,1.022699929,-0.218520296,10.01075859,-0.938629577,0.033078456,0.045493646,1,1
1,Walking,127,1.17909635,-0.219111653,9.716206354,-0.945009322,0.035547823,-0.019167942,1,1
1,Walking,128,0.665271246,-0.175786448,9.943610155,-1.078143831,0.326760188,0.011960636,1,1
1,Walking,129,0.807259216,-0.050780654,10.07467909,-1.01881204,0.009828292,0.107693287,1,1
1,Walking,130,0.710459528,-0.273765243,9.935281201,-0.963882241,0.143105549,0.028903781,1,1
1,Walking,131,1.172966675,-0.574125757,9.751478819,-0.844165858,0.170518451,0.003438189,1,1
1,Walking,132,0.997019308,-0.417370028,9.8609268,-1.203944895,0.201056134,-0.006905784,1,1
1,Walking,133,1.175924358,-0.628644217,9.517989668,-0.797751477,0.148486482,-0.020779503,1,1
1,Walking,134,1.131153089,-0.516833792,9.741081842,-1.106730154,0.288241964,-0.027780266,1,1
1,Walking,135,0.973723356,-0.380970344,9.906364323,-0.929846124,0.515631704,0.098732437,1,1
1,Walking,136,0.972994068,-0.664059973,9.901008614,-0.990953564,0.416573845,-0.000557644,1,1
1,Walking,137,0.720650401,-0.504906529,9.813424896,-1.035719808,0.413581849,0.124202753,1,1
1,Walking,138,0.570484676,-0.734935196,9.602351954,-0.924384712,0.389542294,0.007179246,1,1
1,Walking,139,0.786238624,-0.730374811,9.82656964,-0.7387724,0.505114289,-0.09468104,1,1
1,Walking,140,0.843579174,-0.598357857,10.159454,-0.977360666,0.31518909,-0.026819205,1,1
1,Walking,141,0.945378018,-0.62379945,9.679552309,-0.811469737,0.562260623,-0.048904663,1,1
1,Walking,142,0.649230507,-1.011601669,9.672580152,-0.835447718,0.541203735,-0.020693929,1,1
1,Walking,143,0.253365191,-0.908432091,10.05001283,-0.706266429,0.543674404,-0.024194137,1,1
1,Walking,144,0.43772069,-0.950803874,9.770846558,-1.023635058,0.638804358,0.027551223,1,1
1,Walking,145,0.123637832,-1.020380473,9.950020396,-0.915087337,0.721997672,-0.012340097,1,1
1,Walking,146,0.182011799,-0.984031866,9.868209207,-0.744983059,0.576754684,-0.058921608,1,1
1,Walking,147,0.223910557,-0.854377396,10.1052082,-0.696724993,0.914213891,-0.076998016,1,1
1,Walking,148,0.265721659,-0.930985613,9.878601183,-0.798816612,0.575372469,0.025383255,1,1
1,Walking,149,0.041894575,-1.239028542,9.752299613,-0.69876537,0.714272887,-0.038487974,1,1
1,Walking,150,0.206955714,-0.811708907,9.563922409,-0.53847303,1.036486833,-0.072772147,1,1
1,Walking,151,0.031550942,-1.320077039,9.961993517,-0.642503579,0.851688519,-0.044467272,1,1
1,Walking,152,-0.110700244,-0.967860916,9.868264522,-0.482308011,0.819420311,-0.071700652,1,1
1,Walking,153,-0.251633699,-0.813734453,9.782801351,-0.527296935,0.739473941,-0.05289795,1,1
1,Walking,154,-0.203877818,-1.010552232,9.522360138,-0.650299612,1.021494201,0.025746434,1,1
1,Walking,155,-0.219032544,-1.329312495,10.13727244,-0.437619435,0.879272963,-0.06745911,1,1
1,Walking,156,-0.44259116,-0.922589384,9.523712928,-0.24429049,0.802321632,0.023074711,1,1
1,Walking,157,-0.971473843,-0.660422213,9.662192068,-0.332575267,0.883825546,0.002095138,1,1
1,Walking,158,-0.375179589,-1.171358625,9.505716353,-0.420481794,0.835192374,-0.016467875,1,1
1,Walking,159,-0.37510601,-1.060187361,9.877531413,-0.421247315,0.869852509,-0.041504318,1,1
1,Walking,160,-0.303039913,-0.528526844,9.678888687,-0.484056406,0.998659986,-0.057245019,1,1
1,Walking,161,-0.27664046,-0.93300953,9.79406111,-0.352378169,0.982126328,0.007234092,1,1
1,Walking,162,-0.732521353,-0.98278266,9.699098942,-0.20023758,1.118366229,0.012258161,1,1
1,Walking,163,-0.784371888,-0.306544532,9.43199905,-0.014670709,1.120833192,0.018510535,1,1
1,Walking,164,-1.132234347,-0.846502821,9.994346186,-0.331636803,0.914518788,0.057872981,1,1
1,Walking,165,-0.82661234,-0.626562102,9.217428785,-0.10850955,0.913570487,-0.03870598,1,1
1,Walking,166,-0.91400822,-0.436962058,9.979719625,-0.003851554,1.032579125,0.037436512,1,1
1,Walking,167,-0.685827273,-0.695387261,9.557989695,0.027479301,1.07817954,0.026757141,1,1
1,Walking,168,-0.621497768,-0.611715865,10.35427095,0.112780159,0.965454978,-0.023854163,1,1
1,Walking,169,-0.968830514,-0.237849283,9.694996163,0.115109575,0.751191658,0.027197504,1,1
1,Walking,170,-1.090792125,-0.227553984,9.532591253,-0.039703151,1.055624926,0.036354161,1,1
1,Walking,171,-0.995846773,-0.275917536,9.730719649,0.206979705,1.045467569,-0.0787812,1,1
1,Walking,172,-0.975160786,-0.34282762,9.392140129,0.188686759,1.042352379,-0.035265182,1,1
1,Walking,173,-1.062859013,-0.426284832,10.05180922,0.181573185,0.943962431,-0.022982566,1,1
1,Walking,174,-0.966349809,-0.131876972,9.601591793,0.169382798,0.775812814,0.018255044,1,1
1,Walking,175,-0.893444768,-0.451173206,9.871746126,0.309924068,0.952779473,-0.037998957,1,1
1,Walking,176,-0.710438776,-0.078779305,9.59249584,0.341399716,1.006906617,-0.020604277,1,1
1,Walking,177,-1.043334968,0.218837988,9.402302712,0.512924667,0.928360942,-0.028277181,1,1
1,Walking,178,-1.20468752,0.252863071,9.767535185,0.326466445,0.943600489,-0.069728058,1,1
1,Walking,179,-0.766033996,0.293895116,9.955753205,0.478095081,0.937604931,-0.008930386,1,1
1,Walking,180,-0.934808682,0.288254806,9.752417408,0.458306999,0.982153426,-0.02292857,1,1
1,Walking,181,-0.835930285,0.231989983,9.901046922,0.599086224,0.924334362,-0.068117681,1,1
1,Walking,182,-0.798695042,0.42938741,9.777393674,0.562312992,0.781081827,0.064487202,1,1
1,Walking,183,-0.679139889,0.571843128,9.994408139,0.394107967,0.884844268,0.092554387,1,1
1,Walking,184,-0.673954524,0.044205984,9.873396057,0.58772768,0.737978089,0.018602379,1,1
1,Walking,185,-0.826812255,0.889353674,9.549999937,0.762515993,0.850000958,-0.103649462,1,1
1,Walking,186,-1.003542838,0.55521514,10.17775126,0.719581603,0.768528363,0.047196177,1,1
1,Walking,187,-0.638486012,0.58766337,9.896350513,0.754605049,0.810387301,0.016734672,1,1
1,Walking,188,-0.721580136,0.915413193,9.974231143,0.743468878,0.724783858,0.003503576,1,1
1,Walking,189,-0.865134252,0.967927136,9.640179403,0.765562328,0.778714883,0.011184513,1,1
1,Walking,190,-0.794032527,0.70484483,9.742431549,0.829732989,0.745005703,-0.013003266,1,1
1,Walking,191,-0.867396916,0.83009817,9.818871666,0.698528968,0.610592578,-0.013778274,1,1
1,Walking,192,-0.745815197,1.032606899,9.576632552,0.818580928,0.496321334,0.158124053,1,1
1,Walking,193,-0.584447594,1.148528464,9.705973734,0.949526513,0.614291884,-0.094524275,1,1
1,Walking,194,-0.234559762,0.611550646,9.782597971,0.952093432,0.710063618,0.038008821,1,1
1,Walking,195,-0.105364108,0.881458235,9.743391417,0.928087395,0.545809833,0.044744785,1,1
1,Walking,196,-0.416921214,0.803882941,9.750278861,0.853086515,0.51945136,-0.012041093,1,1
1,Walking,197,-0.532521097,0.972642661,9.878745141,1.094971018,0.512173979,0.099692723,1,1
1,Walking,198,0.025394854,0.925669442,9.78513046,0.870869256,0.539507338,-0.028942236,1,1
1,Walking,199,0.184531392,0.849024505,9.984239354,0.990818052,0.542950074,0.047954219,1,1
1,Walking,200,0.094143599,1.071089607,9.801086224,0.9082554,0.273813762,-0.063099091,1,1
1,Walking,201,0.007655967,1.038608617,9.66458711,0.777794538,0.192062327,-0.047085796,1,1
1,Walking,202,-0.03895213,1.054468743,9.647893748,0.983609298,0.207384806,-0.098896393,1,1
1,Walking,203,0.201421247,0.800218914,10.01419559,0.994933683,0.068433141,0.081930744,1,1
1,Walking,204,0.26316291,1.318285092,10.24582594,0.964142795,0.149527733,-0.090762307,1,1
1,Walking,205,0.259234698,1.209982561,9.866907343,1.042146783,0.245164413,-0.00750334,1,1
1,Walking,206,0.516353327,1.058004382,9.943707679,0.977216974,0.168045901,0.09145301,1,1
1,Walking,207,0.770703613,0.693751221,9.596906826,0.861161128,0.014156121,-0.018577331,1,1
1,Walking,208,0.500492499,0.900979346,9.812794097,1.090827129,0.190228383,-0.028362298,1,1
1,Walking,209,0.057927879,1.17433735,9.487019909,0.818385292,-0.101109723,-0.019344878,1,1
1,Walking,210,0.423146711,0.469646482,9.604025792,0.821174949,0.084348506,-0.012512727,1,1
1,Walking,211,0.999047285,0.79948072,9.983288726,1.027697364,0.059667284,-0.029265057,1,1
1,Walking,212,0.520230276,0.592610229,9.701436051,0.86539713,-0.058613425,0.054057939,1,1
1,Walking,213,0.500219617,0.778968708,9.731286686,0.941194921,-0.017098817,0.079196929,1,1
1,Walking,214,0.988723428,0.375381159,9.84863026,1.009239332,-0.371291671,0.02063286,1,1
1,Walking,215,0.570964449,0.988648113,9.721934638,0.912848627,-0.265589199,0.075444158,1,1
1,Walking,216,1.176929547,0.478490827,9.602436437,1.076898137,-0.285833588,-0.110516162,1,1
1,Walking,217,0.876060281,0.599764227,9.756502829,0.964721102,-0.362886339,-0.059714198,1,1
1,Walking,218,0.879050267,0.371438339,9.615598148,0.95988966,-0.271899457,-0.011023874,1,1
1,Walking,219,1.084839376,0.490127284,9.81115172,0.901522485,-0.345814972,-0.016682336,1,1
1,Walking,220,0.876728487,0.371232757,9.736530365,1.030233849,-0.49307257,0.045792024,1,1
1,Walking,221,1.008814905,0.393863266,9.614204975,0.955615774,-0.477767288,0.078757524,1,1
1,Walking,222,1.119104499,0.173347753,9.859658145,0.937419437,-0.450898806,-0.007225509,1,1
1,Walking,223,0.921535891,0.209920961,9.322709336,0.868907068,-0.657170766,-0.033484353,1,1
1,Walking,224,0.873532501,-0.165747847,9.544823383,0.77462105,-0.606651889,0.006407162,1,1
1,Walking,225,0.735823964,0.166367993,9.827194825,0.787478041,-0.525652747,0.062781963,1,1
1,Walking,226,1.145805333,-0.118798046,10.20150844,0.920517535,-0.658548643,0.049010441,1,1
1,Walking,227,1.014942167,0.052909443,10.00946066,0.840153804,-0.632149866,-0.040281614,1,1
1,Walking,228,0.755645098,-0.060694694,9.98789929,0.811975883,-0.563068029,0.055324629,1,1
1,Walking,229,1.012254389,0.072073629,9.680228012,0.593252386,-0.598799665,-0.004890457,1,1
1,Walking,230,0.64194635,-0.481628445,9.692774964,0.75517948,-0.735770625,0.110019361,1,1
1,Walking,231,1.177350283,-0.192518121,10.01305944,0.648735644,-0.783136438,0.042192709,1,1
1,Walking,232,1.346304824,-0.332017083,10.21234652,0.531613032,-0.739324836,-0.080331303,1,1
1,Walking,233,0.641686094,-1.069179271,9.804531741,0.660387589,-0.730068075,0.086776127,1,1
1,Walking,234,0.760116767,-0.4666654,9.633786714,0.774894188,-0.856082717,-0.104989806,1,1
1,Walking,235,1.039408746,-0.401212329,9.830228016,0.560634366,-0.745510501,0.016225555,1,1
1,Walking,236,0.782980797,-0.4853043,10.15127072,0.709640326,-0.893834288,-0.071843948,1,1
1,Walking,237,0.756558278,-0.705878215,9.749606066,0.387871348,-0.750178738,-0.017089299,1,1
1,Walking,238,0.73579954,-0.652705332,9.687229268,0.49395614,-0.763266833,-0.136235798,1,1
1,Walking,239,0.620668114,-0.602867335,9.419014588,0.518785648,-0.850671953,-0.051162796,1,1
1,Walking,240,0.705787355,-1.117885913,9.760468092,0.498208905,-0.947349867,0.081879748,1,1
1,Walking,241,0.592963432,-0.757058541,9.66966419,0.448497506,-1.097574469,0.043425469,1,1
1,Walking,242,0.43030528,-0.991756017,9.720941992,0.429227923,-0.971401952,-0.024971106,1,1
1,Walking,243,0.056912123,-0.728444399,9.739760169,0.396120679,-1.087096104,0.049529396,1,1
1,Walking,244,0.709998089,-0.622762272,9.927916225,0.31279513,-0.958730731,0.037272672,1,1
1,Walking,245,0.80026748,-1.089672761,9.914862898,0.17967735,-1.050847047,0.035546317,1,1
1,Walking,246,0.56384611,-0.901526051,10.06482607,0.189522021,-1.069452621,0.001190494,1,1
1,Walking,247,0.010703982,-0.778759723,9.802441849,0.348321799,-0.888186056,0.017167212,1,1
1,Walking,248,0.379750929,-0.914936973,9.82447794,0.056568555,-0.960278916,0.014108913,1,1
1,Walking,249,0.092072024,-1.215258328,9.99172036,-0.129493726,-0.864793262,-0.058765729,1,1
1,Walking,250,0.225470742,-1.153491768,9.9852891,-0.016085093,-1.176357804,-0.002526277,1,1
1,Walking,251,-0.24732119,-1.042813583,9.893023827,-0.149853194,-0.988027604,-0.042061353,1,1
1,Walking,252,-0.113861283,-1.192549169,10.07958382,-0.044522713,-0.892277673,-0.036429292,1,1
1,Walking,253,-0.288340829,-1.269004381,10.08693534,-0.14987334,-1.018176518,0.067003903,1,1
1,Walking,254,-0.102440321,-0.786681415,9.695577036,0.000904045,-0.877541063,-0.00250679,1,1
1,Walking,255,-0.255536845,-1.288224405,10.02549375,-0.23158721,-1.088265552,-0.045965738,1,1
1,Walking,256,-0.329951435,-0.861058405,9.649790578,-0.134448069,-0.941717045,0.071571854,1,1
1,Walking,257,-0.381331294,-1.011987178,9.441617868,-0.503609511,-1.125155546,-0.030378591,1,1
1,Walking,258,-0.418909544,-0.590403959,9.741619598,-0.395780952,-0.964359493,0.052642762,1,1
1,Walking,259,-0.484379206,-1.158822728,9.873078726,-0.223451298,-0.966172739,0.054278578,1,1
1,Walking,260,-0.362423181,-0.887413638,9.839992767,-0.354024098,-0.923016895,0.022730423,1,1
1,Walking,261,-0.575928156,-0.831083842,9.312208001,-0.446096049,-0.939801597,0.052822826,1,1
1,Walking,262,-0.754897638,-0.658298915,9.945917154,-0.344163534,-0.933362227,0.029457568,1,1
1,Walking,263,-1.006060187,-0.992522647,9.518432926,-0.556368829,-0.791568263,-0.001473343,1,1
1,Walking,264,-1.017904961,-0.396926805,9.770667404,-0.45547125,-0.815564095,-0.048996927,1,1
1,Walking,265,-0.496479249,-0.836041962,10.14963495,-0.550320751,-0.972436181,-0.041816214,1,1
1,Walking,266,-0.716576079,-1.012273362,9.899663961,-0.53465204,-0.760423763,-0.025206908,1,1
1,Walking,267,-1.215856277,-0.666044207,9.886087927,-0.583754161,-0.855308435,0.046152953,1,1
1,Walking,268,-0.725210164,-0.486035818,9.464117841,-0.614801188,-0.873417891,0.050699155,1,1
1,Walking,269,-1.049278789,-0.343399247,9.666075912,-0.644786998,-0.765855792,-0.050882104,1,1
1,Walking,270,-1.077839521,-0.205419008,9.614115906,-0.6117951,-0.693382714,0.024595013,1,1
1,Walking,271,-0.937707069,-0.534994975,9.844178991,-0.702145702,-0.78743763,-0.05551927,1,1
1,Walking,272,-1.21673147,-0.161425969,10.12382704,-0.84303186,-0.757125342,0.029674881,1,1
1,Walking,273,-1.284638238,0.083273684,9.732769812,-0.768646044,-0.594989237,0.013968292,1,1
1,Walking,274,-1.342602708,-0.399300782,10.18546154,-0.96906289,-0.526048846,-0.053973359,1,1
